tHFA_A001,Q117,Facility count,HIV,TB,Malaria,ANC,Immu,Quality_Score,HW_Competence_Score,ANC_score,ART_score,TB_score,Patient_Centeredness_Score,PC_avg_Communication,PC_avg_Respect,PC_avg_Autonomy,PC_avg_Confidentiality,PC_avg_Social support,PC_avg_HW told,PC_avg_Danger signs,PC_avg_Rudeness,PC_avg_Challenges,iss_score,fac_iss,fac_tech,fac_stats,fac_group_PS,fac_comms_data,HTM-ANC,hiv testing,ART access,iptp scores,TB screening,system_CHW_score,chw_count,chw_iss,chw_contract,chw_paid,chw_tools,facility_composite,HTM-ANC,presence_score,caseload,ANC_score,DPT_score,TB_treatment_completion,ART_retention,CHW_count,CHW_paid,CLM_score,guideline_score,guide_HIV_test,guide_ART,guide_TB,guide_malaria,guide_anc,guide_immu,guide_imci,oxygen_score,oxygen_avl,oxygen_avo,test-capac,with lab,without lab,vacancy_score,all_funded_posts,all_unfilled_posts
COUNTRY,AVERAGE,120.0,99.16666666666667,74.16666666666667,99.16666666666667,66.66666666666667,71.66666666666667,73.83896920498483,72.40044394905506,74.38008288008288,64.71947194719472,83.65296803652967,75.43271742724868,86.84027777777779,88.95486111111111,75.58680555555557,87.26041666666667,59.222222222222214,89.875,68.19444444444443,96.0,12.057057057057058,72.22222222222223,88.88888888888889,76.59574468085107,82.17821782178218,82.17821782178218,89.74358974358974,65.6837606837607,93.97619047619048,92.27272727272727,83.26923076923077,22.05128205128205,31.112745098039213,2.3333333333333335,29.254901960784316,5.686274509803922,59.392156862745104,30.11764705882353,65.41004597680973,65.6837606837607,68.2013394158059,51.89187082594463,58.122065727699535,86.08243068256837,87.95977011494253,64.49612403100774,2.3333333333333335,59.392156862745104,80.83333333333333,96.44047619047619,98.31932773109244,99.01960784313725,93.25842696629213,96.63865546218487,97.5,97.67441860465117,95.65217391304348,61.53846153846154,52.30769230769231,70.76923076923077,51.43912240686435,53.78421900161031,44.696969696969695,14.138987629269508,216.44166666666666,248.85833333333332
PERIURBAN,General,9.0,100.0,88.88888888888889,100.0,66.66666666666667,66.66666666666667,73.37900499706055,72.71428571428571,70.33333333333333,72.5,84.0,73.4972075249853,81.48148148148148,87.03703703703704,75.50925925925927,86.85185185185185,50.55555555555556,85.18518518518518,71.85185185185185,95.55555555555556,7.5,74.07407407407408,88.88888888888889,50.0,100.0,100.0,83.33333333333333,71.11111111111111,100.0,100.0,96.66666666666667,16.666666666666668,38.75,1.5555555555555556,77.5,0.0,50.0,27.5,60.88988049150146,71.11111111111111,58.098074764741426,47.78252032520325,44.0,88.222226550311,100.0,66.66666666666667,1.5555555555555556,50.0,79.62962962962962,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,50.0,50.0,36.29629629629629,36.29629629629629,,9.283579064700815,39.666666666666664,10.333333333333334
PRIMARY,General,56.0,98.21428571428571,78.57142857142857,100.0,96.42857142857143,94.64285714285714,73.45604568009703,69.58576265983673,74.35315418334287,58.0718954248366,77.86324786324786,77.65503649376417,88.09523809523809,90.34970238095238,79.47172619047619,87.79761904761905,62.373511904761905,91.25,72.20238095238095,96.78571428571429,14.67948717948718,69.81132075471699,86.79245283018868,67.3913043478261,84.44444444444444,77.77777777777777,94.87179487179488,68.33333333333334,96.34751773049645,88.14814814814815,90.56603773584905,19.62264150943396,32.22868217054263,2.3035714285714284,25.736434108527135,4.728682170542636,66.47286821705427,31.976744186046513,70.0215606268073,68.33333333333334,68.23956512725002,60.43493178829718,60.0,89.66411826334767,87.63440860215053,62.857142857142854,2.3035714285714284,66.47286821705427,86.30952380952381,94.89795918367348,96.36363636363636,100.0,90.9090909090909,94.64285714285714,98.14814814814815,96.22641509433963,98.18181818181819,25.0,25.0,25.0,41.98232323232323,38.88888888888889,43.388429752066116,14.364664583906743,89.16071428571429,180.48214285714286
PRIMARY,PERIURBAN,6.0,100.0,100.0,100.0,100.0,100.0,74.73285934744268,76.5,70.33333333333333,77.0,84.0,72.96571869488535,81.3888888888889,85.55555555555556,78.26388888888889,86.94444444444444,50.833333333333336,84.44444444444444,74.44444444444444,93.33333333333333,10.0,86.1111111111111,100.0,50.0,100.0,100.0,100.0,71.11111111111111,100.0,100.0,96.66666666666667,16.666666666666668,45.0,1.5,76.66666666666667,0.0,66.66666666666667,36.666666666666664,65.87807812349739,71.11111111111111,44.90740740740741,69.33333333333333,44.0,88.222226550311,100.0,60.0,1.5,66.66666666666667,83.33333333333333,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,22.22222222222222,22.22222222222222,,7.026143790849673,16.666666666666668,0.6666666666666666
PRIMARY,RURAL,40.0,97.5,72.5,100.0,95.0,92.5,71.54006853967792,66.30812170285854,73.13868413868414,53.7962962962963,73.71794871794872,77.06832423941799,87.84375,90.28125,77.48958333333334,85.125,65.32291666666666,90.58333333333334,71.41666666666666,97.0,14.954954954954957,61.261261261261254,81.08108108108108,60.0,79.3103448275862,72.41379310344827,92.3076923076923,68.96396396396398,94.7979797979798,88.42105263157895,92.43243243243244,20.0,29.0625,2.1,22.916666666666668,2.604166666666667,60.78125,29.947916666666668,69.42996181440591,68.96396396396398,67.94620412267471,60.81513794013794,58.857142857142854,90.62634914257835,84.0909090909091,60.0,2.1,60.78125,85.41666666666666,93.21428571428571,94.87179487179488,100.0,86.20689655172414,95.0,97.36842105263158,94.5945945945946,97.43589743589743,0.0,0.0,0.0,38.06317139650473,31.48148148148148,38.75598086124402,17.268941397743074,63.225,152.05
PRIMARY,URBAN,10.0,100.0,90.0,100.0,100.0,100.0,80.35386604136605,77.89225589225589,81.25858585858586,64.0,87.5,82.81547619047619,93.125,93.5,88.125,99.0,57.5,98.0,74.0,98.0,16.666666666666668,91.66666666666666,100.0,100.0,90.0,80.0,100.0,64.33333333333334,100.0,85.71428571428571,80.0,20.0,40.104166666666664,3.6,17.916666666666668,15.0,89.16666666666667,38.333333333333336,74.87404537839885,64.33333333333334,85.0655679603048,52.939594356261026,72.0,87.01689239110632,94.44444444444444,77.14285714285714,3.6,89.16666666666667,91.66666666666666,98.57142857142857,100.0,100.0,100.0,90.0,100.0,100.0,100.0,50.0,50.0,50.0,55.5181444070333,46.91358024691359,72.72727272727273,5.245616765224608,236.4,402.1
RURAL,General,61.0,98.36065573770492,75.40983606557377,100.0,85.24590163934427,83.60655737704919,74.02997460758732,72.05174958245134,76.23494949494949,61.76100628930818,81.58730158730158,76.60413142943881,87.43852459016394,89.36475409836065,75.42349726775956,84.79508196721312,64.57650273224043,90.21857923497268,71.4207650273224,95.40983606557377,17.291666666666668,65.08620689655173,82.75862068965517,68.88888888888889,78.26086956521739,76.59574468085107,92.5,69.03333333333335,95.18115942028984,92.66666666666667,88.4,24.0,31.979166666666668,2.2295081967213113,30.069444444444443,3.402777777777778,58.4375,36.00694444444444,68.77434634381487,69.03333333333335,68.81608123494533,57.42074931569919,59.111111111111114,86.00880262120558,87.74509803921569,64.14814814814814,2.2295081967213113,58.4375,88.52459016393442,95.08196721311475,96.66666666666667,98.11320754716981,89.1304347826087,96.72131147540983,98.07692307692308,96.07843137254902,98.14814814814815,54.54545454545455,40.90909090909091,68.18181818181819,49.419191919191924,59.06432748538011,40.692640692640694,17.24516510296907,134.40983606557376,200.70491803278688
SECONDARY,General,50.0,100.0,70.0,98.0,44.0,50.0,74.2470604858105,74.73707164560824,73.31409331409331,73.1140350877193,88.14814814814815,73.88115079365079,86.05,88.3,73.2,87.19166666666666,57.475,87.9,62.1,95.6,10.11111111111111,74.5,92.0,86.48648648648648,79.54545454545455,86.36363636363636,81.81818181818181,59.44444444444445,86.84210526315789,98.46153846153847,72.14285714285714,22.857142857142858,28.051470588235293,2.46,30.294117647058822,3.5294117647058822,52.05882352941177,26.323529411764707,63.23647349369895,59.44444444444445,68.33831755173476,45.49972978821545,61.48148148148149,76.00603357867877,88.63636363636364,68.13725490196077,2.46,52.05882352941177,78.0,97.67142857142856,100.0,97.36842105263158,94.28571428571429,97.95918367346938,95.45454545454545,100.0,92.5925925925926,61.702127659574465,51.06382978723404,72.34042553191489,53.34192993767462,53.08641975308642,59.09090909090909,13.12081585882151,231.34,252.76
SECONDARY,PERIURBAN,3.0,100.0,66.66666666666667,100.0,0.0,0.0,70.67129629629629,50.0,,50.0,,74.56018518518518,81.66666666666667,90.0,70.0,86.66666666666667,50.0,86.66666666666667,66.66666666666667,100.0,0.0,50.0,66.66666666666667,50.0,100.0,100.0,0.0,,,,,,20.0,1.6666666666666667,80.0,0.0,0.0,0.0,50.91348522750962,,84.47940947940948,4.680894308943089,,,,100.0,1.6666666666666667,0.0,72.22222222222221,100.0,100.0,100.0,100.0,100.0,,,,66.66666666666667,66.66666666666667,66.66666666666667,45.67901234567901,45.67901234567901,,13.798449612403099,85.66666666666667,29.666666666666668
SECONDARY,RURAL,18.0,100.0,77.77777777777777,100.0,61.111111111111114,61.111111111111114,79.04048253701032,83.17776725589226,84.22828282828283,79.76190476190477,93.84615384615384,76.86232363315698,88.61111111111111,90.55555555555556,73.40277777777777,87.22222222222223,61.736111111111114,88.88888888888889,67.77777777777777,93.33333333333333,25.9375,75.92592592592592,88.88888888888889,84.61538461538461,80.0,87.5,92.3076923076923,69.33333333333334,95.0,100.0,86.0,26.0,37.857142857142854,2.6666666666666665,40.0,5.714285714285714,61.42857142857143,44.285714285714285,68.0534384276642,69.33333333333334,69.1535602319916,52.397804365761445,82.85714285714286,69.70823274100748,93.33333333333334,73.88888888888889,2.6666666666666665,61.42857142857143,93.51851851851852,98.4126984126984,100.0,92.85714285714286,92.85714285714286,100.0,100.0,100.0,100.0,61.111111111111114,44.44444444444444,77.77777777777777,59.00673400673401,58.99470899470899,59.09090909090909,10.817224416865464,255.0,229.61111111111111
